,loss,accuracy,val_loss,val_accuracy,lr
0,1.5654451847076416,0.44330164790153503,13.311694145202637,0.16627635061740875,0.001
1,1.1745529174804688,0.5572190880775452,14.178216934204102,0.1428571492433548,0.001
2,1.1027257442474365,0.591589629650116,25.45600128173828,0.09836065769195557,0.001
3,0.8867070078849792,0.6767348051071167,4.713394641876221,0.1861826628446579,0.001
4,0.7491576075553894,0.7251660227775574,4.193983554840088,0.33372366428375244,0.001
5,0.7247564792633057,0.7381851077079773,1.6939265727996826,0.4402810335159302,0.001
6,0.5118086338043213,0.8208566308021545,1.6130366325378418,0.47306790947914124,0.001
7,0.3452683389186859,0.883608877658844,1.6221449375152588,0.4964871108531952,0.001
8,0.19589993357658386,0.9399817585945129,1.9265164136886597,0.5046838521957397,0.001
9,0.11211930960416794,0.9683635234832764,2.55285906791687,0.46135830879211426,0.001
